"","prod","title","author","date","review_format","stars","comments","n_helpful"
"969","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Average robot vacuum, not outstanding at all","ShihTzus","March 30, 2017","Size: V5sVerified Purchase",3,"This is an average joe robot vacuum.  I highly do not recommend anyone to buy it.  I have it for almost half year and very regret I didn't buy a better one.  The vacuum keeps vacuuming the same area for a long period of time until a long while before moving to another room.  Or I have to move the thing myself to another room.",NA
"970","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","It does a great job sweeping AND mopping","Moving_Forward","August 18, 2016","Size: V5sVerified Purchase",5,"If I could give this 4.5 stars I would. It is a dramatic improvement over doing the work manually.  DRAMATIC.  But the one downside is it takes a random path and needs redirection to cover your whole space.Overall PROS--price.  Many competitors (eg roomba and neato) are way too expensive--function.  It does a great job sweeping AND mopping.  It picks up medium size items (eg Toddler puffs) just fine.  The vacuuming function is a 3/5. It's okay.  It's pretty good. But I primarily think this little thing excels in sweeping and mopping. Other reviewers don't seem too keen on the mopping function--I think it works great.  I optimize it by spraying my tile with my everyday cleaning solution (few drops dawn into white vinegar).  Then I pour about a third of a standard size mug of hot water on top, swish it around the kitchen floor with my foot and let this little robot go to town.  NOTE DO THIS AT YOUR OWN RISK since yes it is an electronic device and you don't want it getting overly wet.  I haven't had a problem with using minimal hot water.--accessories and look: it's cute.  And it comes with two mopping pads and a little brush to clean the filter outCONS--it's random people.  I would pay $50 to $75 more for a device that tracks its path.  It needs some redirection to stay on path.  That being said it'll still do a good job if you let it run wild but it'll prob get stuck.Overall a great product.  I am so grateful for the time gained by not having to constantly sweep and mop (just FYI I have a young one so the floor is always getting some kind of puff or other food bit on it).",2
"971","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","lov it","paul","February 13, 2017","Size: V5sVerified Purchase",4,"Lov it",NA
"972","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","It works good at just catching loose things on the carpet","nancy lucke","January 24, 2017","Size: V5sVerified Purchase",4,"It works good at just catching loose things on the carpet.  Does not deep vacuum very much.  It is cute and fun to watch.  Have not tried mopping as I have mostly carpet.  Is a buy for,the price but the more expensive ones probably deep clean.",1
"973","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","September 2, 2016","Size: V5sVerified Purchase",5,"Very good.Thank you",NA
"974","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Stopped working properly after a week!","Nate","October 2, 2016","Size: V5sVerified Purchase",2,"It worked great the first rounds. By the second week it started to stuck at everything without being able to turn or go back, I think the turning wheel might not be working properly or a sensor. I can make it turn with the remote but it's no fun baby sitting for it. Would not recommend, it was Amazing for a week or so ...",NA
"975","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Not intelligent, will eat your cords.","William A.","January 2, 2017","Size: V5sVerified Purchase",1,"There is nothing remotely 'smart' about this vacuum. It does nothing but bounce around the room in seemingly random directions, changing direction only when it encounters an obstacle. This makes cleaning your floors a game of chance. After hours, there are still many areas of my bedroom that were not cleaned, and there is no way to guide it. WORST OF ALL, it eats cords for fun. Yea, it will sense walls and crap, but if happily tries to vacuum up cords and many times has yanked my electronics from off their shelves by trying to run over their cords. They did not design this well or think this through. If they think 'well that is the consumer's fault, they need to pick up cords' then they have failed as a company to make this experience easy and convenient. Don't waste your money. You can probably vacuum your room in 1/2 the time with a regular upright vacuum.",3
"976","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","We ordered this little robot and love, love","Cynthia Thorpe","January 11, 2017","Size: V5sVerified Purchase",5,"OMG!!!  We ordered this little robot and love, love, love it!!!Update 3/2018:  We run it approximately every 2 days.  It had quit working a few days ago, but I removed the cover and gave it a thorough cleaning.  The lights have quit working on the robot, but it is still cleaning!!!",NA
"977","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Just like other reviewers","Allan","July 5, 2018","Size: V5s ProVerified Purchase",3,"I get what I paid for. Just like other reviewers, you have to constantly monitor your vacuum as it cleans. It either gets stuck in orders or just cleans one room for however long each session is. It definitely isn't as smart as other robotic vacuum cleaners out there but I do like the features it offers as you can use it as a mop.",NA
"978","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","... the vacuum but the mop function is not so great. I used to have it on a daily ...","TWIGGY DE LA GRAPE","June 25, 2017","Size: V5s ProVerified Purchase",4,"Wifey loves the vacuum but the mop function is not so great. I used to have it on a daily timer to start but now it doesn't automatically start. I don't know why. If you could just buy the non-mopping function.",1
"979","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Love my vacuum cleaner","Kenia","May 28, 2016","Size: V5sVerified Purchase",4,"I love the product! It looks great while its cleaning and has a pretty good suction on it. I thought it was losing its suction after a few days but it turns out I just needed to empty it more often than I thought. I have 2 large German Shepherds so this has definitely helped keep my floors feeling clean without the grainy feel. I would definitely reccomend this vacuum cleaner especially for the price!",2
"980","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Totally worth it!","Eleanora Franz","May 18, 2016","Size: V5sVerified Purchase",5,"Took us a while to figure out how to make it ""go home"". We love how much time it saves us while keeping us clean. We have 2 dogs, so we were constantly frustrated or cleaning the floors by hand. No more with this little gem. Totally worth the purchase.",2
"981","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Didn't vacuum or Mop well. Can't see any difference after using it for hours.","Nibblets3","October 12, 2016","Size: V5sVerified Purchase",1,"Didn't work. After several hours of testing on carpet and laminate flooring, it failed to make my floor look any cleaner and required constant monitoring as it got stuck on something about every 30 seconds or so (not an exaggeration!).The major problems:  - The microfiber pad does not move and the machine does not make mopping movements, it just drags the pad around. Because the machine is  very light, the pressure on the pad is not adequate to clean even very light blemishes on the floor.  - The wet mopping mode requires that you remove the vacuum dust bin and replace it with the water canister. So you cannot expect the floor to  be vacuumed and then mopped while you are away.  - You cannot leave the water canister in the machine when you are away. The water canister is designed to continuously drip water into the  microfiber pad. If you were to leave it in, you would end up with a water puddle when the machine docks (which would ruin the docking  system...as stated in the manual) or a puddle when it gets stuck (more likely).  - In mopping mode the machine cannot detect carpet and constantly gets stuck. During my test of the machine, it got stuck about every 30  seconds.  - In all modes the machine cannot overcome many obstacles such as ledges, furniture, debris, etc and is constantly getting stuck. It had a  particularly bad time with the base of our bar stools. They have circular convex stands that the machine would drive up and spin its wheels on  indefinitely. Our Roomba has no issue with these stools.  - The dust bin is very small, probably half the size of our Roomba's. So, you cannot expect it to clean much space, particularly if you have pets.  - The random pattern of cleaning caused it to only cover a few spots. It just kept passing over the same areas. Our roomba seems to clean pretty  randomly, but it still hits more areas than this machine.  - The vacuum inlet is very small, smaller than our dustbuster inlet.  - The images on the description showing the machine approaching water on the floor are entirely inaccurate. The machine cannot handle water.  The manual clearly states this.The positive attributes:  - Its quieter than the Roomba  - It seems to vacuum OK...not great, but some stuff gets picked up.  -",8
"982","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Best cleaning investment I have made","Chris Gilbert","January 8, 2017","Size: V5sVerified Purchase",5,"This vacuum robot is great. It's sucks up so much dust, hair and dirt. You will question how dirty you are and how filthy your house is when you get this guy and he cleans up for you. I love it and it gives me back a good 10 mins of my life every few days to spend with my son.",NA
"983","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","This is not as good as a romba","Duckstin","May 17, 2016","Size: V5sVerified Purchase",3,"This is not as good as a romba, it seems to get stuck on wires and keeps getting stuck half on and half off of the step.  Cleans pretty well but the bin is small and it is loud.  The drip mopping is not too bad either, just not the end all of mopping.",1
"984","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great purchase!","S. Forwand","December 6, 2017","Size: V5s ProVerified Purchase",5,"This thing is not only an excellent cleaner but also excellent entertainment.  I don't feel like I'm living alone any more!  It arrived early, was easy to set up and put into operation.  It doesn't find it's way back to base very easily but can be guided with the remote to a point at which it will dock itself perfectly.  The only time I need to bend over to pick it up s when I empty the dirt container.  Great machine and hundreds of dollars less than better known brands.",NA
"985","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","My new cleaning buddy!","Amazon Guru","June 15, 2016","Size: V5sVerified Purchase",5,"This vacuum is awesome!  It was very easy to set up and does a great job on my carpets, tile and hardwoods.  The water tank is big enough to clean my bathrooms but needs to be refilled for my kitchen.  It does a great job and seems to pick up all the sticky spots on my kitchen floor.  I have a low cut pile carpet throughout the house and a large shedding dog - does fantastic!  I had concerns with it falling down our stairway but that isn't an issue.  Buy this little friend!  You won't regret it!",1
"986","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Best Robot Vacuum/ mop out there!!!","Amazon Customer","November 14, 2016","Size: V5sVerified Purchase",5,"I love my Dory:) (we named Ilife Dory lol) but anyways, this vacuum is amazing. It's really quite and I love that you can have it on a timer. I wake up and my floors are all clean. I haven't tried using the mop feature but I'm sure it will do amazing. I don't know I I didn't buy earlier. My dogs do the mind it at all. My family get a laugh when they see her cleaning around lol.",1
"987","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","I just buy a v5s. I put it in ...","dalila","January 11, 2017","Size: V5sVerified Purchase",1,"I just buy a v5s. I put it in the charger and it beeps despite it's on, so it don't charge . I try to charge it directly and it's still beeping and no charging. When I press clean it doesn't move at all. I call the number for support nobody answer.",2
